Date,Area,Code,Detached,Semi,Terraced,Flat
01/09/2016,Hartlepool,E06000001,179323.3934,108357.4457,77192.90613,62078.20672
01/10/2016,Hartlepool,E06000001,178880.9745,107765.1346,76294.05974,61893.84174
01/11/2016,Hartlepool,E06000001,179855.0608,107886.9468,76066.73993,61909.33647
01/12/2016,Hartlepool,E06000001,182847.8194,109312.3743,77019.16134,62919.44401
01/01/2017,Hartlepool,E06000001,177454.1433,105828.3642,74522.2753,60770.80795
01/02/2017,Hartlepool,E06000001,172963.8263,103101.0761,72833.9604,59591.26472
01/03/2017,Hartlepool,E06000001,172013.2461,102520.2833,72261.07142,59212.9076
01/04/2017,Hartlepool,E06000001,174921.1234,104315.3747,73702.2326,60425.80637
01/05/2017,Hartlepool,E06000001,182808.4028,109570.9244,77281.3139,63455.60485
01/06/2017,Hartlepool,E06000001,182850.5209,109947.0048,77773.13434,63612.01761
01/07/2017,Hartlepool,E06000001,186030.1497,112168.0127,79436.27053,65007.8417
01/08/2017,Hartlepool,E06000001,180648.8698,108645.9378,77205.69587,62699.5758
01/09/2017,Hartlepool,E06000001,179644.2542,107678.375,76508.05872,62081.11571
01/10/2017,Hartlepool,E06000001,178160.6029,106649.2853,75598.34037,61066.78104
01/11/2017,Hartlepool,E06000001,180958.7034,108365.0845,76542.97515,61750.52052
01/12/2017,Hartlepool,E06000001,186281.8481,111986.103,79122.74794,63708.02897
01/01/2018,Hartlepool,E06000001,184898.3649,111206.6851,78430.86984,63241.91383
01/02/2018,Hartlepool,E06000001,178664.0093,107066.7527,75516.73579,61066.82603
01/03/2018,Hartlepool,E06000001,172232.4111,102942.4328,72561.18041,58604.52682
01/04/2018,Hartlepool,E06000001,174942.8515,104657.0064,73985.80221,59396.86395
01/05/2018,Hartlepool,E06000001,180177.0908,108329.8832,76670.01505,61010.76143
01/06/2018,Hartlepool,E06000001,180467.3565,108836.6059,76854.22792,61183.63764
01/07/2018,Hartlepool,E06000001,180836.5829,108917.0807,76843.00978,61116.82158
01/08/2018,Hartlepool,E06000001,185097.4799,111425.6051,78556.85679,62421.33311
01/09/2018,Hartlepool,E06000001,187127.2876,112386.9881,79286.91217,62722.44809
01/10/2018,Hartlepool,E06000001,189834.2256,113946.8952,80374.89864,63701.45444
01/11/2018,Hartlepool,E06000001,190391.5823,114231.6853,80443.37768,63690.18314
01/12/2018,Hartlepool,E06000001,196538.4725,118136.9021,83186.1192,66160.60289
01/01/2019,Hartlepool,E06000001,192025.3131,115333.4164,80912.23255,64281.01316
01/02/2019,Hartlepool,E06000001,185169.7504,110916.8897,77737.21118,62010.18185
01/03/2019,Hartlepool,E06000001,177516.5767,106275.2112,74154.68888,58935.49172
01/04/2019,Hartlepool,E06000001,179679.0595,107899.9579,75415.84242,59582.29156
01/05/2019,Hartlepool,E06000001,182623.3486,110216.5716,77030.91949,60518.15365
01/06/2019,Hartlepool,E06000001,188093.7921,113676.1134,79521.7268,62321.32249
01/07/2019,Hartlepool,E06000001,188241.4833,113691.1434,79665.75298,62342.95433
01/08/2019,Hartlepool,E06000001,189770.6225,114116.2155,79951.87668,62159.99536
01/09/2016,Middlesbrough,E06000002,183499.1594,108784.5035,78253.11303,66397.50123
01/10/2016,Middlesbrough,E06000002,183095.3363,108030.308,77222.04097,65994.44543
01/11/2016,Middlesbrough,E06000002,185292.1387,108724.2469,77414.19911,66356.0785
01/12/2016,Middlesbrough,E06000002,193759.3783,113177.64,80569.67939,69270.4662
01/01/2017,Middlesbrough,E06000002,190033.6327,110535.7195,78724.13157,67656.00967
01/02/2017,Middlesbrough,E06000002,193240.1057,112328.8347,80303.50913,69343.31819
01/03/2017,Middlesbrough,E06000002,189953.4827,110329.8012,78693.69348,68137.75465
01/04/2017,Middlesbrough,E06000002,192898.9983,112489.7197,80346.8639,69794.37844
01/05/2017,Middlesbrough,E06000002,189873.283,111337.5535,79331.14283,68954.06529
01/06/2017,Middlesbrough,E06000002,187817.175,110893.1088,79187.03732,68879.98761
01/07/2017,Middlesbrough,E06000002,187695.9901,111107.0273,79505.65683,69163.06963
01/08/2017,Middlesbrough,E06000002,187099.286,110814.5223,79526.30415,68922.24334
01/09/2017,Middlesbrough,E06000002,191117.8801,112636.1726,80877.03206,69883.41893
01/10/2017,Middlesbrough,E06000002,194092.8958,114109.322,81601.69812,70341.80652
01/11/2017,Middlesbrough,E06000002,195972.2258,115170.1437,82077.43548,70832.80274
01/12/2017,Middlesbrough,E06000002,197448.7457,116506.9584,82972.53824,71523.08774
01/01/2018,Middlesbrough,E06000002,193602.7691,114107.294,81175.58555,70086.16229
01/02/2018,Middlesbrough,E06000002,194107.2098,113329.9004,80582.56806,69244.70163
01/03/2018,Middlesbrough,E06000002,188449.4309,109288.431,77788.1291,66644.286
01/04/2018,Middlesbrough,E06000002,187501.3511,108707.4276,77608.66265,65932.60055
01/05/2018,Middlesbrough,E06000002,185783.1947,108482.1709,77682.76354,65714.24686
01/06/2018,Middlesbrough,E06000002,192613.6068,112891.0145,80620.94683,68311.19697
01/07/2018,Middlesbrough,E06000002,195242.2776,114478.78,81719.20818,69313.90788
01/08/2018,Middlesbrough,E06000002,193949.1389,113653.9551,81020.1042,68689.85507
01/09/2018,Middlesbrough,E06000002,188897.8832,110454.4146,78869.6946,66570.2134
01/10/2018,Middlesbrough,E06000002,189538.6155,110629.5729,78970.15746,66586.02698
01/11/2018,Middlesbrough,E06000002,190018.251,110956.3652,79136.63543,66726.38851
01/12/2018,Middlesbrough,E06000002,194064.3997,113491.879,80861.55703,68358.16291
01/01/2019,Middlesbrough,E06000002,191290.8958,111889.0417,79341.17078,67169.07112
01/02/2019,Middlesbrough,E06000002,192219.7836,111923.496,79185.98097,67051.87024
01/03/2019,Middlesbrough,E06000002,188395.8203,109700.4869,77228.86464,65152.42451
01/04/2019,Middlesbrough,E06000002,190925.0901,111441.0189,78614.85148,65959.27395
01/05/2019,Middlesbrough,E06000002,194175.8401,114084.5425,80468.10597,67210.2699
01/06/2019,Middlesbrough,E06000002,192926.0044,113642.483,80241.30024,67023.8206
01/07/2019,Middlesbrough,E06000002,194897.7165,114758.0189,81198.47958,67675.65022
01/08/2019,Middlesbrough,E06000002,204661.5134,119959.0098,84924.27313,70204.69483
01/09/2016,Redcar and Cleveland,E06000003,186966.7458,117611.5426,89700.85627,63952.31663
01/10/2016,Redcar and Cleveland,E06000003,185482.6385,116325.9817,88240.75817,63412.20939
01/11/2016,Redcar and Cleveland,E06000003,190313.9052,118855.6567,89813.85318,64777.33467
01/12/2016,Redcar and Cleveland,E06000003,187766.9043,116867.1506,88323.02803,64041.27839
01/01/2017,Redcar and Cleveland,E06000003,183608.664,113986.4152,86125.30902,62310.34872
01/02/2017,Redcar and Cleveland,E06000003,184807.289,114655.221,86936.23805,63283.3777
01/03/2017,Redcar and Cleveland,E06000003,183963.6369,114087.7325,86311.35406,62843.26844
01/04/2017,Redcar and Cleveland,E06000003,188734.9737,117231.0299,88912.74152,64944.68284
01/05/2017,Redcar and Cleveland,E06000003,187426.5567,116939.6486,88535.07927,64650.78725
01/06/2017,Redcar and Cleveland,E06000003,190113.7754,119144.9997,90426.52399,66103.01756
01/07/2017,Redcar and Cleveland,E06000003,187618.379,117895.4611,89473.56935,65507.8099
01/08/2017,Redcar and Cleveland,E06000003,191883.4982,120527.4938,91764.00618,66824.61444
01/09/2017,Redcar and Cleveland,E06000003,189763.9208,118814.88,90452.77816,65686.29354
01/10/2017,Redcar and Cleveland,E06000003,191865.217,119994.9811,91168.99858,65858.27111
01/11/2017,Redcar and Cleveland,E06000003,186447.9453,116582.1679,88253.74216,63759.50376
01/12/2017,Redcar and Cleveland,E06000003,194163.2642,121807.1028,92159.49948,66524.66544
01/01/2018,Redcar and Cleveland,E06000003,192705.7645,120833.2265,91297.7911,65915.76814
01/02/2018,Redcar and Cleveland,E06000003,193491.6863,120657.1358,91177.68582,65546.49962
01/03/2018,Redcar and Cleveland,E06000003,186156.5106,115658.8144,87149.00264,62423.48094
01/04/2018,Redcar and Cleveland,E06000003,185924.8887,115539.5914,87139.15252,62029.36351
01/05/2018,Redcar and Cleveland,E06000003,187943.0594,117415.8358,88469.55927,62715.98799
01/06/2018,Redcar and Cleveland,E06000003,190251.3787,119253.8034,89762.737,63644.17915
01/07/2018,Redcar and Cleveland,E06000003,193610.9431,121328.4945,91356.79184,64802.79724
01/08/2018,Redcar and Cleveland,E06000003,194142.0479,121615.6051,91708.49628,64898.35489
01/09/2018,Redcar and Cleveland,E06000003,195891.4276,122456.1703,92384.21648,65232.4825
01/10/2018,Redcar and Cleveland,E06000003,193259.9428,120716.0019,90876.846,64247.70625
01/11/2018,Redcar and Cleveland,E06000003,187982.3633,117406.6394,88164.96368,62323.05258
01/12/2018,Redcar and Cleveland,E06000003,184141.4094,115112.0437,86416.44018,61272.06938
01/01/2019,Redcar and Cleveland,E06000003,183624.4702,114692.6079,86011.66862,60848.0595
01/02/2019,Redcar and Cleveland,E06000003,186056.9413,115783.262,86770.58152,61580.19775
01/03/2019,Redcar and Cleveland,E06000003,186163.7734,115896.8985,86767.1345,61220.46292
01/04/2019,Redcar and Cleveland,E06000003,185695.0132,115931.738,86854.23748,60988.17321
01/05/2019,Redcar and Cleveland,E06000003,189408.0017,118991.8053,89198.99615,62210.35123
01/06/2019,Redcar and Cleveland,E06000003,192985.3477,121465.5956,91033.1824,63482.3539
01/07/2019,Redcar and Cleveland,E06000003,192092.0051,120880.6201,90749.84686,63169.04387
01/08/2019,Redcar and Cleveland,E06000003,194218.3326,121595.3258,91361.95612,63240.12773
01/09/2016,Stockton-on-Tees,E06000004,207248.9803,120725.4527,94211.6302,80050.87236
01/10/2016,Stockton-on-Tees,E06000004,207575.7898,120618.3551,93682.47942,80218.95312
01/11/2016,Stockton-on-Tees,E06000004,205856.4678,119208.4965,92299.47656,79551.71971
01/12/2016,Stockton-on-Tees,E06000004,209016.3763,120733.9896,93484.78058,80879.76042
01/01/2017,Stockton-on-Tees,E06000004,210058.1802,121212.6544,93809.69706,81105.3953
01/02/2017,Stockton-on-Tees,E06000004,209352.4995,121010.2309,93853.34111,81484.88167
01/03/2017,Stockton-on-Tees,E06000004,209982.4273,121550.4171,94079.18639,81978.4216
01/04/2017,Stockton-on-Tees,E06000004,212819.2134,123387.8269,95652.06244,83518.62856
01/05/2017,Stockton-on-Tees,E06000004,213731.3684,124612.8054,96420.03302,84175.39273
01/06/2017,Stockton-on-Tees,E06000004,212038.1289,124102.7383,96226.54616,84096.36979
01/07/2017,Stockton-on-Tees,E06000004,210016.651,123232.6999,95599.3614,83599.32806
01/08/2017,Stockton-on-Tees,E06000004,210260.3847,123032.8413,95782.33119,83430.58539
01/09/2017,Stockton-on-Tees,E06000004,212025.9026,123544.1076,96214.8408,83508.95724
01/10/2017,Stockton-on-Tees,E06000004,210545.7915,122547.4315,95267.73809,82378.7765
01/11/2017,Stockton-on-Tees,E06000004,208398.2029,121332.3926,93956.3725,81319.64911
01/12/2017,Stockton-on-Tees,E06000004,208454.6397,121950.6943,94373.05185,81573.74772
01/01/2018,Stockton-on-Tees,E06000004,209645.9876,122529.4378,94720.53958,82013.06797
01/02/2018,Stockton-on-Tees,E06000004,213379.4544,124089.5851,96064.37589,82786.01747
01/03/2018,Stockton-on-Tees,E06000004,212551.2944,123088.8755,95222.54492,81902.10659
01/04/2018,Stockton-on-Tees,E06000004,212090.0386,122987.1652,95331.62529,81424.5849
01/05/2018,Stockton-on-Tees,E06000004,212650.4816,123897.0532,96028.23148,81792.28755
01/06/2018,Stockton-on-Tees,E06000004,214132.8055,125144.0873,96816.11836,82651.28882
01/07/2018,Stockton-on-Tees,E06000004,217157.66,126721.7533,98056.49338,83654.55272
01/08/2018,Stockton-on-Tees,E06000004,216266.8472,126105.1223,97582.06617,83179.47782
01/09/2018,Stockton-on-Tees,E06000004,216192.0688,125748.8835,97395.92639,82615.82727
01/10/2018,Stockton-on-Tees,E06000004,213923.7505,124387.2597,96157.01201,81659.22858
01/11/2018,Stockton-on-Tees,E06000004,215267.1456,125082.4358,96575.22267,81960.38698
01/12/2018,Stockton-on-Tees,E06000004,216763.6385,126214.5648,97455.44237,82971.97271
01/01/2019,Stockton-on-Tees,E06000004,217144.3005,126286.3876,97277.27367,82804.01183
01/02/2019,Stockton-on-Tees,E06000004,217027.3729,125959.6061,96992.79196,82638.93705
01/03/2019,Stockton-on-Tees,E06000004,216627.4192,125755.6581,96631.52747,81806.26449
01/04/2019,Stockton-on-Tees,E06000004,214291.5505,124869.3998,96136.99841,81205.05218
01/05/2019,Stockton-on-Tees,E06000004,213965.3847,125229.5752,96375.41629,80882.10135
01/06/2019,Stockton-on-Tees,E06000004,213446.2552,125040.1685,96238.04144,80916.54072
01/07/2019,Stockton-on-Tees,E06000004,217056.5076,126915.0507,97815.17462,81805.66293
01/08/2019,Stockton-on-Tees,E06000004,214481.0196,124858.7002,96473.40134,80302.17623
01/09/2016,Darlington,E06000005,214306.2682,128156.6751,97405.53094,81035.71852
01/10/2016,Darlington,E06000005,215241.4234,128333.4517,96912.05096,81398.89252
01/11/2016,Darlington,E06000005,218379.3373,129656.2689,97530.50267,82226.18848
01/12/2016,Darlington,E06000005,215896.8079,127829.0491,96067.20428,81207.59143
01/01/2017,Darlington,E06000005,219526.6783,129745.1103,97523.30845,82191.21773
01/02/2017,Darlington,E06000005,217889.5133,128753.5872,97101.4535,81996.47072
01/03/2017,Darlington,E06000005,222056.8821,131223.5116,98718.23144,83511.00708
01/04/2017,Darlington,E06000005,218750.848,129462.6184,97532.10119,82660.3884
01/05/2017,Darlington,E06000005,221660.3484,131734.5842,98975.55366,83988.08299
01/06/2017,Darlington,E06000005,224873.3758,134183.7376,100997.745,85766.13432
01/07/2017,Darlington,E06000005,227479.697,136030.9295,102533.5994,87041.37973
01/08/2017,Darlington,E06000005,229540.1678,137262.1568,103770.8842,87750.72555
01/09/2017,Darlington,E06000005,226529.65,135027.9671,102129.9287,86064.83617
01/10/2017,Darlington,E06000005,227452.7824,135489.7384,102128.9665,85854.32961
01/11/2017,Darlington,E06000005,224844.6596,133766.0476,100388.7429,84494.04377
01/12/2017,Darlington,E06000005,224713.3475,134062.5079,100448.2774,84502.8217
01/01/2018,Darlington,E06000005,217685.892,129868.1921,97120.51397,81836.10843
01/02/2018,Darlington,E06000005,216510.6153,129103.5068,96612.04722,80933.3321
01/03/2018,Darlington,E06000005,216203.6636,128739.1049,96354.37206,80390.03689
01/04/2018,Darlington,E06000005,219952.2119,131191.2412,98448.71852,81503.56108
01/05/2018,Darlington,E06000005,222421.4455,132915.1167,99859.00475,82307.30629
01/06/2018,Darlington,E06000005,224959.0743,134762.0186,101050.5643,83429.96661
01/07/2018,Darlington,E06000005,226111.4674,135207.6796,101324.3455,83679.31818
01/08/2018,Darlington,E06000005,223112.6018,133345.4758,99810.5091,82505.01316
01/09/2018,Darlington,E06000005,218934.9066,130506.2811,97890.49462,80472.58606
01/10/2018,Darlington,E06000005,220298.8652,131323.5074,98434.26634,80960.01835
01/11/2018,Darlington,E06000005,222814.2635,132565.346,99181.26929,81479.39949
01/12/2018,Darlington,E06000005,223021.991,132947.7652,99279.51678,81915.34056
01/01/2019,Darlington,E06000005,223379.2249,132946.7839,98872.41285,81748.0602
01/02/2019,Darlington,E06000005,221234.0093,131815.9127,98030.38823,81096.35004
01/03/2019,Darlington,E06000005,221038.5384,131836.8602,97715.62287,80642.17972
01/04/2019,Darlington,E06000005,216963.3834,129971.9623,96513.28983,79138.25672
01/05/2019,Darlington,E06000005,214666.4097,129040.0391,95773.26799,78286.66162
01/06/2019,Darlington,E06000005,219323.0584,131934.1733,97959.89235,80121.91002
01/07/2019,Darlington,E06000005,223275.5282,134070.41,99747.10476,81396.95411
01/08/2019,Darlington,E06000005,224646.2321,134482.0557,100118.2581,80983.61946
01/09/2016,Halton,E06000006,222587.9132,132382.7417,98802.85264,76070.92865
01/10/2016,Halton,E06000006,227532.3156,134842.9877,100135.951,77665.34914
01/11/2016,Halton,E06000006,223185.87,131795.8206,97535.55964,75848.44981
01/12/2016,Halton,E06000006,220119.8161,129647.6054,95878.05713,74836.88598
01/01/2017,Halton,E06000006,216964.7719,127607.1277,94238.17498,73445.68981
01/02/2017,Halton,E06000006,223324.7594,131517.9188,97264.12285,76277.26267
01/03/2017,Halton,E06000006,228503.1715,134609.3433,99297.01373,78065.83826
01/04/2017,Halton,E06000006,226171.1581,133512.3599,98672.62783,77789.38304
01/05/2017,Halton,E06000006,223966.4121,132852.2342,98032.37344,77268.49071
01/06/2017,Halton,E06000006,223387.4579,133145.3485,98517.38386,77582.7197
01/07/2017,Halton,E06000006,222891.7622,133163.1324,98568.41595,77720.91476
01/08/2017,Halton,E06000006,224177.405,133737.0257,99375.94958,77918.66982
01/09/2017,Halton,E06000006,225773.0406,134109.4357,99639.61606,77899.99545
01/10/2017,Halton,E06000006,226749.0687,134493.6219,99772.86179,77610.76219
01/11/2017,Halton,E06000006,228991.6887,135770.2381,100385.829,78152.18809
01/12/2017,Halton,E06000006,233253.0458,138805.4615,102656.5973,79692.9597
01/01/2018,Halton,E06000006,235534.7581,140128.2118,103466.2731,80325.70211
01/02/2018,Halton,E06000006,232166.8313,137652.6209,101650.0264,78622.76599
01/03/2018,Halton,E06000006,224633.4996,132771.0117,97856.51867,75490.43554
01/04/2018,Halton,E06000006,224417.9509,132751.4159,98068.69335,75141.09441
01/05/2018,Halton,E06000006,224346.9956,133170.0189,98465.76581,74795.62449
01/06/2018,Halton,E06000006,226797.9347,135035.438,99690.22982,75715.46122
01/07/2018,Halton,E06000006,231074.1447,137423.6415,101512.7938,76868.94438
01/08/2018,Halton,E06000006,233216.0593,138663.4568,102381.1257,77618.55312
01/09/2018,Halton,E06000006,233540.4958,138532.4954,102338.6626,77322.30922
01/10/2018,Halton,E06000006,232652.8775,137990.3618,101732.7835,77172.31554
01/11/2018,Halton,E06000006,236316.8362,140058.4158,103155.5126,77893.41438
01/12/2018,Halton,E06000006,238121.1852,141401.5182,104214.2922,78820.46274
01/01/2019,Halton,E06000006,235999.7089,139932.9194,102914.8256,77687.07005
01/02/2019,Halton,E06000006,236202.8906,139924.7412,102750.1775,78263.3846
01/03/2019,Halton,E06000006,235554.3694,139641.2618,102333.8545,77754.95555
01/04/2019,Halton,E06000006,241143.3062,143524.5051,105339.6979,79744.0624
01/05/2019,Halton,E06000006,242313.5564,144721.3377,106354.0648,79778.64627
01/06/2019,Halton,E06000006,243566.8542,145506.8984,106969.2803,80058.02229
01/07/2019,Halton,E06000006,241465.5122,143994.8597,106011.4886,79137.02229
01/08/2019,Halton,E06000006,240944.8804,143231.128,105662.6102,78270.11389
01/09/2016,Warrington,E06000007,290800.3908,170096.5376,137311.3393,108701.933
01/10/2016,Warrington,E06000007,293062.6226,170949.3813,137350.1583,109677.6988
01/11/2016,Warrington,E06000007,290681.4219,168892.2826,135232.3272,108392.9168
01/12/2016,Warrington,E06000007,294826.9484,170761.4879,136704.1168,110073.225
01/01/2017,Warrington,E06000007,291718.0337,168600.063,135014.6842,108824.3462
01/02/2017,Warrington,E06000007,296496.8512,171438.0493,137658.1559,111567.8903
01/03/2017,Warrington,E06000007,294895.011,170534.1711,136783.8176,111376.5117
01/04/2017,Warrington,E06000007,300209.973,173796.9178,139645.3201,113934.7117
01/05/2017,Warrington,E06000007,297397.3531,172975.5298,138720.6017,113292.4424
01/06/2017,Warrington,E06000007,297949.7981,174112.2669,139935.4454,114259.4611
01/07/2017,Warrington,E06000007,298973.725,175354.8743,140866.7784,114970.4772
01/08/2017,Warrington,E06000007,305385.2469,178864.6261,144201.6471,117051.3096
01/09/2017,Warrington,E06000007,308147.2752,179760.2492,144873.2998,117220.8007
01/10/2017,Warrington,E06000007,309125.7469,179950.9631,144883.6145,116880.3038
01/11/2017,Warrington,E06000007,305481.3137,177849.6191,142643.1153,115039.7969
01/12/2017,Warrington,E06000007,308765.0845,180470.3437,144626.4227,116398.5282
01/01/2018,Warrington,E06000007,309739.775,181100.2353,144830.0982,116755.7809
01/02/2018,Warrington,E06000007,314426.5542,183541.948,146952.9533,118277.6913
01/03/2018,Warrington,E06000007,306703.0175,179125.8312,143343.2888,115156.786
01/04/2018,Warrington,E06000007,306185.4775,179434.2138,144033.5157,114760.707
01/05/2018,Warrington,E06000007,305712.4459,179827.2217,144321.755,114448.1077
01/06/2018,Warrington,E06000007,311116.5734,183158.5128,146725.5334,116376.3445
01/07/2018,Warrington,E06000007,315097.4274,184851.3977,147953.1692,117427.6045
01/08/2018,Warrington,E06000007,320476.6035,187416.618,149949.3039,118959.1294
01/09/2018,Warrington,E06000007,322558.1509,188034.7264,150583.1235,119060.4771
01/10/2018,Warrington,E06000007,323723.0422,188725.5957,150924.2428,119324.9515
01/11/2018,Warrington,E06000007,327261.5822,190640.0256,152138.6842,120095.1127
01/12/2018,Warrington,E06000007,328179.5278,191812.62,152943.3659,120951.3631
01/01/2019,Warrington,E06000007,325520.1416,189789.7258,150900.0309,119322.3322
01/02/2019,Warrington,E06000007,320797.0586,187049.1361,148710.8066,117723.3888
01/03/2019,Warrington,E06000007,319794.2762,186164.2928,147713.9402,116549.7006
01/04/2019,Warrington,E06000007,321246.2238,187747.4399,149279.8353,117246.2572
01/05/2019,Warrington,E06000007,322522.568,188914.2459,150255.402,117532.3931
01/06/2019,Warrington,E06000007,323449.7576,189579.9741,150758.485,117961.6975
01/07/2019,Warrington,E06000007,324373.9958,189844.3879,151116.1797,118032.2567
01/08/2019,Warrington,E06000007,327116.8143,190929.7461,152180.0273,117675.9634
01/09/2016,Blackburn with Darwen,E06000008,189644.3993,112507.4874,89178.51476,73950.10762
01/10/2016,Blackburn with Darwen,E06000008,192568.0865,113969.376,89857.39206,75251.55073
01/11/2016,Blackburn with Darwen,E06000008,188638.1563,111229.3374,87289.05434,73451.34933
01/12/2016,Blackburn with Darwen,E06000008,190191.1216,111902.2455,87749.02313,74044.46451
01/01/2017,Blackburn with Darwen,E06000008,189379.0079,111275.5158,87163.31913,73420.10665
01/02/2017,Blackburn with Darwen,E06000008,186737.8379,109863.7215,86286.87932,73055.37176
01/03/2017,Blackburn with Darwen,E06000008,186222.9494,109653.5868,85946.72591,72956.95131
01/04/2017,Blackburn with Darwen,E06000008,187674.3999,110637.9161,86971.23505,73886.07962
01/05/2017,Blackburn with Darwen,E06000008,192722.0792,114101.0641,89533.26112,76006.74721
01/06/2017,Blackburn with Darwen,E06000008,195763.0483,116271.0836,91445.52263,77767.41915
01/07/2017,Blackburn with Darwen,E06000008,199278.1717,118688.9145,93290.3822,79469.38052
01/08/2017,Blackburn with Darwen,E06000008,199337.1167,118504.795,93406.27717,79237.84787
01/09/2017,Blackburn with Darwen,E06000008,195486.8154,115798.8555,91217.13785,77105.54584
01/10/2017,Blackburn with Darwen,E06000008,191991.0254,113558.91,89244.72152,75255.10603
01/11/2017,Blackburn with Darwen,E06000008,191629.0097,113331.0324,88750.51882,74903.25898
01/12/2017,Blackburn with Darwen,E06000008,197857.5296,117466.1365,91954.72199,77655.2089
01/01/2018,Blackburn with Darwen,E06000008,199470.33,118471.8918,92491.70512,78418.90487
01/02/2018,Blackburn with Darwen,E06000008,200757.96,119088.3446,93064.34918,78945.40171
01/03/2018,Blackburn with Darwen,E06000008,196695.0852,116522.251,90909.45797,76736.59732
01/04/2018,Blackburn with Darwen,E06000008,197612.9572,117284.3609,91852.51756,76777.8961
01/05/2018,Blackburn with Darwen,E06000008,200091.7311,119097.5956,93328.84726,77271.89047
01/06/2018,Blackburn with Darwen,E06000008,204515.4626,122077.2376,95568.84284,79356.35884
01/07/2018,Blackburn with Darwen,E06000008,204263.0876,121690.8064,95212.88203,79071.80504
01/08/2018,Blackburn with Darwen,E06000008,201320.4356,119869.732,93658.76473,78028.26227
01/09/2018,Blackburn with Darwen,E06000008,197859.073,117478.9537,91799.99531,76142.46215
01/10/2018,Blackburn with Darwen,E06000008,196210.4343,116524.7512,90907.96588,75537.14869
01/11/2018,Blackburn with Darwen,E06000008,195810.4699,116170.6698,90474.14884,74985.75858
01/12/2018,Blackburn with Darwen,E06000008,199054.0684,118364.8924,92246.22542,76753.09613
01/01/2019,Blackburn with Darwen,E06000008,200632.8648,119076.6375,92555.65556,77104.3884
01/02/2019,Blackburn with Darwen,E06000008,204680.8717,121178.9148,94198.90493,78812.15279
01/03/2019,Blackburn with Darwen,E06000008,204505.5108,121007.0613,93783.74095,78311.96706
01/04/2019,Blackburn with Darwen,E06000008,205239.2981,121906.5183,94675.54708,78516.64036
01/05/2019,Blackburn with Darwen,E06000008,205269.5024,122618.4709,95269.52711,78557.8609
01/06/2019,Blackburn with Darwen,E06000008,207728.0031,124250.1494,96513.16831,79600.83113
01/07/2019,Blackburn with Darwen,E06000008,206917.6327,123586.2389,96079.88824,79223.49963
01/08/2019,Blackburn with Darwen,E06000008,212062.5715,125938.0971,98072.68533,80152.46384
01/09/2016,Blackpool,E06000009,167415.0647,114393.3036,86314.87029,66696.62864
01/10/2016,Blackpool,E06000009,169683.6596,115733.604,86799.8095,67738.3729
01/11/2016,Blackpool,E06000009,170831.6506,115983.4081,86671.15152,67947.61348
01/12/2016,Blackpool,E06000009,172466.8739,116754.0057,87208.01274,68611.65053
01/01/2017,Blackpool,E06000009,174129.2877,117788.0255,88039.55866,69006.42411
01/02/2017,Blackpool,E06000009,172741.0391,116868.2882,87651.66932,69031.66451
01/03/2017,Blackpool,E06000009,171392.3896,115904.5108,86637.73179,68526.65624
01/04/2017,Blackpool,E06000009,170823.9316,115374.2189,86299.9859,68589.93849
01/05/2017,Blackpool,E06000009,171595.9337,116256.1005,86735.00831,69015.45245
01/06/2017,Blackpool,E06000009,174767.1199,118690.3479,88707.0132,70619.02509
01/07/2017,Blackpool,E06000009,174414.5187,118831.8758,88981.02276,70836.55819
01/08/2017,Blackpool,E06000009,175689.7063,119616.4915,89830.84038,71158.68188
01/09/2017,Blackpool,E06000009,176038.9344,119689.2035,90007.16273,71062.64628
01/10/2017,Blackpool,E06000009,176905.3927,120044.9079,89906.75076,70868.60365
01/11/2017,Blackpool,E06000009,178036.1232,120882.1263,90154.05487,71147.98137
01/12/2017,Blackpool,E06000009,177070.9608,120373.872,89573.6486,70713.55315
01/01/2018,Blackpool,E06000009,177920.5842,121233.6057,90106.7366,71195.08321
01/02/2018,Blackpool,E06000009,177152.2688,120501.0081,89645.30209,70525.48793
01/03/2018,Blackpool,E06000009,176510.7091,120239.0584,89471.45051,70147.49623
01/04/2018,Blackpool,E06000009,174165.834,118655.6572,88463.01853,68876.65305
01/05/2018,Blackpool,E06000009,170208.7037,116251.5335,86684.34698,67215.3174
01/06/2018,Blackpool,E06000009,168038.1484,114976.1621,85585.09015,66388.13754
01/07/2018,Blackpool,E06000009,172979.8935,118194.3643,87964.49835,68222.9547
01/08/2018,Blackpool,E06000009,176354.1655,120629.0088,89797.58794,69513.91359
01/09/2018,Blackpool,E06000009,178356.1022,121840.0871,90848.00512,70030.47873
01/10/2018,Blackpool,E06000009,175333.089,119874.9938,89314.46512,68862.11015
01/11/2018,Blackpool,E06000009,175880.7859,120010.8584,89149.77088,68932.2399
01/12/2018,Blackpool,E06000009,174631.2084,119118.6125,88311.59142,68688.13664
01/01/2019,Blackpool,E06000009,174031.6261,118442.2254,87513.08984,68020.02786
01/02/2019,Blackpool,E06000009,173249.9699,117752.6643,87018.14474,67638.04279
01/03/2019,Blackpool,E06000009,174623.4775,118738.622,87508.94427,67472.73274
01/04/2019,Blackpool,E06000009,175714.4862,119771.8906,88351.3749,67491.13311
01/05/2019,Blackpool,E06000009,174136.2455,119238.7915,87899.07599,66432.74043
01/06/2019,Blackpool,E06000009,175315.8785,120206.6929,88612.05725,66804.14552
