Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
14d4d97c0dadc3d2820f591b05f725a716bfc2999669d1e5b1405edd00348c95,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,,,No location,,,Unable to prosecute suspect
c770bd6ee5227c2509f858e5646f8ce13a2d90bc786ba207037a4d5333b99293,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.609976,51.529678,On or near CRIBBS CAUSEWAY,E01014861,South Gloucestershire 005A,Formal action is not in the public interest
807b226fa87a10f1979e05941a47c2cf000531b30a7b3a544ad8410d0297d63f,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.582181,51.464046,On or near LUDLOW CLOSE,E01033366,Bristol 023H,Suspect charged
1c5099feefce974d2fbedd2862a3ed5ed49ef68951fd56d0f5b7b2a2ef575d78,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.664359,51.427148,On or near HOLDERS WALK,E01014851,North Somerset 006D,Unable to prosecute suspect
fe2853d8145214ba4b552611656ac3a9c98c6173de6026e488369c6c877da524,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.571449,51.048635,On or near CHAPEL LANE,E01029166,South Somerset 002A,Unable to prosecute suspect
57051785c604694fd213f6745ecf2ce2ef6eb264c8f153b20ab5bc71b80bdae8,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.514287,51.088656,On or near Supermarket,E01029167,South Somerset 002B,Suspect charged
57051785c604694fd213f6745ecf2ce2ef6eb264c8f153b20ab5bc71b80bdae8,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.514287,51.088656,On or near Supermarket,E01029167,South Somerset 002B,Suspect charged
9cc94e3fffc8a35502ec05caea63bc591252b9852167eb14093ce9b2fe7e9c98,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.915673,51.376286,On or near CLOVER ROAD,E01014773,North Somerset 014C,Unable to prosecute suspect
77fae2114bc9745598945ed372f430d8f9379b92a10e3d23683ed7c548020239,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,,,No location,,,Further investigation is not in the public interest
4537d1894f415e34233931f7c2298daa14d46ba518ebc4e9d7f7d59df98b2d47,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.928786,51.107984,On or near SCHOOL ROAD,E01029138,Sedgemoor 012C,Further investigation is not in the public interest
9c3426271b1909ea962528e4607b6dd8f6a42f6aacf44d2ec9c0e860659e49cb,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.969622,50.867165,On or near QUEENS CLOSE,E01029175,South Somerset 023D,Unable to prosecute suspect
09c33defa93fc6b433a0e0af71b1722c8d7c507bf183802a1b6b82374ef3f56a,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.361069,51.384910,On or near Nightclub,E01014370,Bath and North East Somerset 007A,Offender given a caution
f70bdd6d1daaca4e002099f118199d123ad6f0acdd47d7fb53bfda2f50cd4c37,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-3.119340,51.007963,On or near GALMINGTON ROAD,E01029266,Taunton Deane 010A,Action to be taken by another organisation
c16f013e6c2ad55907ac2e85a55b5f4ea8e71372eed401867c4fcb7d7c103b83,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.506216,51.518402,On or near HARCOMBE ROAD,E01015000,South Gloucestershire 016C,Unable to prosecute suspect
22c6257a6c9a7918f5ba8cb5b25bc7bb757f7e84134d6f97b572f6e1215286d0,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.869053,51.434081,On or near SALTHOUSE ROAD,E01014755,North Somerset 007D,Formal action is not in the public interest
64c70d3936c0be891751e1301f40a000a975f640758536b0d6320193ae38ff7c,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.527086,51.463596,On or near RODNEY ROAD,E01014685,Bristol 028C,Further action is not in the public interest
c3317a8375f3d088d150070e8a77ce176ba0b586377cab7380f20baddb28ca14,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.771503,51.429791,On or near RIDGEWAY,E01014781,North Somerset 008B,Unable to prosecute suspect
86fecc3bfc3b98ac4a8ae11ba6f4f195a07b203e0bc1da7fa31da14a39ec709d,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.587306,51.480835,On or near DONGOLA AVENUE,E01014508,Bristol 016B,Unable to prosecute suspect
c32993e860a98117a33307f79a3e3fff63da5563269e066e28577742347c153e,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.508381,51.522565,On or near Supermarket,E01015000,South Gloucestershire 016C,Unable to prosecute suspect
098b6256100d01530aa31976e03d6b20ac7800c52bc0e4934a12819560c33806,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.586995,51.456685,On or near BROAD WEIR,E01014540,Bristol 032B,Offender given a caution
098b6256100d01530aa31976e03d6b20ac7800c52bc0e4934a12819560c33806,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.586995,51.456685,On or near BROAD WEIR,E01014540,Bristol 032B,Offender given a caution
2a72d09a4905c846e3a6959c460a5eabc95945870a6df4c969d67fd8439194bc,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.539466,51.461121,On or near CLOUDS HILL ROAD,E01014683,Bristol 028B,Unable to prosecute suspect
4d808e78152e9686e7c8040295128a70286f7f15c19480f80afbbd4f2d5d90cf,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,,,No location,,,Formal action is not in the public interest
4d808e78152e9686e7c8040295128a70286f7f15c19480f80afbbd4f2d5d90cf,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,,,No location,,,Unable to prosecute suspect
ccb75a98747b0bb06d023b4bbdaab27a762b0db552967274efcec757d0da1ec6,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.704208,50.938590,On or near CHERRY LANE,E01029181,South Somerset 020D,Unable to prosecute suspect
fc677ae83c91d69440cc91602672bfab8b39ca5c9c3da1f3ae52399e6bbde511,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,,,No location,,,Unable to prosecute suspect
468b7e18ed805ec0934e825803c564274f2ac074638b96a0d20b7a181483780d,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.980024,51.347261,On or near YORK STREET,E01014801,North Somerset 020C,Suspect charged
643ba7a829405ed0928306939d122a7d38def631b7def3520df7e000be623c5c,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.590062,51.452273,On or near THOMAS LANE,E01033355,Bristol 054C,Formal action is not in the public interest
c373186318588277a5a652773a004b066fb7827e47e6d3122d1dc10f994aab71,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.793912,50.879122,On or near MEMORIAL AVENUE,E01029183,South Somerset 021B,Unable to prosecute suspect
c373186318588277a5a652773a004b066fb7827e47e6d3122d1dc10f994aab71,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.793912,50.879122,On or near MEMORIAL AVENUE,E01029183,South Somerset 021B,Formal action is not in the public interest
d5d02fa62904d1ef46211fe48ad8386c2232cf36bab476a0a3513a07b34ab68c,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.587786,51.459927,On or near BRUNSWICK SQUARE,E01033347,Bristol 023F,Suspect charged
6479762ea1595bcf4e2a445bbe05a62fbf9a3ca492495c441d1ebb5fc83c50e4,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.974996,51.230028,On or near STOCKLEY ROAD,E01029140,Sedgemoor 002F,Suspect charged
1ba5646e3b95fcf90307b578dad05016fca8759a8c26eb8c1e72e2ea71bd1db2,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.316930,51.462564,On or near Petrol Station,E01014869,South Gloucestershire 024B,Unable to prosecute suspect
fc26f88ed9772b2084bb0d920c27bf4feec3d184e33bab30c8675cbbfc4e764c,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.590524,51.465776,On or near ARLEY HILL,E01014489,Bristol 023D,Suspect charged
bc05182afa91c9f05b1ca2e2c2fff59f2de141943907aeab7321c28b4fcf35ca,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.674020,51.495204,On or near HUMBERSTAN WALK,E01014498,Bristol 003B,Local resolution
77d1485095cd043342277efeb9c54a2b319f52e7a19935445a142a59e333b914,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.592894,51.425409,On or near LEINSTER AVENUE,E01014579,Bristol 045A,Unable to prosecute suspect
77d1485095cd043342277efeb9c54a2b319f52e7a19935445a142a59e333b914,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.592894,51.425409,On or near LEINSTER AVENUE,E01014579,Bristol 045A,Formal action is not in the public interest
a405fd5cf6467ac5623d23280a66ba43ac3b8e1f4e78367a4e7f9133f0325b10,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.969622,50.867165,On or near QUEENS CLOSE,E01029175,South Somerset 023D,Unable to prosecute suspect
82c36611ab055bc8b38f4f61d45ebc1bdb57558e2a34e261d810f3cae4ca3404,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-3.094590,51.038620,On or near FARM VIEW,E01029305,Taunton Deane 004D,Unable to prosecute suspect
406b65462af8aee6e19ae9488c2b6b4cc14b4719c29f9a2ac3f500997480a9a4,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.589527,51.465475,On or near PICTON LANE,E01014489,Bristol 023D,Unable to prosecute suspect
f35c2957423b58778865c6163766cb88084b9ad85a74b049b71fb9da6cac814f,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.615092,51.105937,On or near DIAL'S GATE LANE,E01029077,Mendip 013C,Offender given a caution
4fffae814b2c368d6528a118bb691c249d6416aadaaf0efceb4cf8eedeb6f9c9,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.360022,51.377837,On or near DORCHESTER STREET,E01014371,Bath and North East Somerset 007B,Unable to prosecute suspect
6842e0e395fac4568f7bcf6766e6fd09abd35025f4558b0016f965efaac9fa52,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.923410,51.372350,On or near EBDON ROAD,E01014774,North Somerset 014D,Unable to prosecute suspect
bef3f7cce8b9a2836ed87600a5a2cbbba7373ed1c79d24295f1b1525eb0470fa,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.590177,51.453414,On or near BATH STREET,E01033355,Bristol 054C,Unable to prosecute suspect
c255ab9f3d88fd4418bb61ba5566cef5feb5434c43fec71d8c03ac0af3c4ee1d,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,,,No location,,,Suspect charged
5525318e40092019019c8a62a862d752b9ed867cc3e6599a93a23d7be8f3e898,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.553482,51.459644,On or near Supermarket,E01014681,Bristol 029D,Suspect charged
5d5768713896a4629f7aecb636dca72f877609ad758f035f3aa6aa15a0fe1562,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,,,No location,,,Unable to prosecute suspect
b52eb4bc213378a3f5f665288d7522234ee9f3cb38ec706e9bdb0820398ed36b,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.555294,51.460724,On or near ALBERT PARADE,E01014566,Bristol 029B,Unable to prosecute suspect
d7c1a8b3e09f08020b994141ecd7aea286d523aa45b3c5f700e07a7858f0abe6,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,,,No location,,,Unable to prosecute suspect
c392023d826e981d29721930991ef3443a69cb229c095faf0f3b67e4a1584a33,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-3.102389,51.025264,On or near ST ANDREW'S ROAD,E01029299,Taunton Deane 007E,Unable to prosecute suspect
dc9e7698d9c6110846c32a5792fa4ccf78a406a9d38c19be147348c9b352c888,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.649167,51.409672,On or near Petrol Station,E01014847,North Somerset 013A,Suspect charged
c0964d5cba2860ce68eed383faf49100c9074acd4f8fa568d154848a44acdeb4,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,,,No location,,,Offender given a caution
3ae7fcd17c2597434f7bdaf5f3745953ff8ec896121d53282d61bcd14b31d3c2,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.617453,51.454766,On or near MERCHANTS ROAD,E01014546,Bristol 030C,Suspect charged
f0d02cb692cba6f7cdd95a66e81cb32a523898e73347cde9eecd2efeaaf93dc3,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.562562,51.494578,On or near HOGARTH WALK,E01014660,Bristol 014A,Unable to prosecute suspect
ef8ff18fbaff50a254f68bde767d68cfadab0444b1bf0e5e28eca02a62a989e9,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.992612,51.355706,On or near CAMP ROAD NORTH,E01014841,North Somerset 018A,Unable to prosecute suspect
c9eab0c2f13d15803253027a4004105bac9a3c041d8550a377e4dcde2ee645d9,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.923410,51.372350,On or near EBDON ROAD,E01014774,North Somerset 014D,Unable to prosecute suspect
6a4b5753c80e9e427cf1b85f3cd0a1499807209df910857d9058a73526ad7319,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-3.249307,50.975090,On or near GREENWAY ROAD,E01029314,Taunton Deane 013D,Suspect charged
2f4260f5dab4192e338c6cca97fe8245d47e0cc65e955102e705d5638d22acad,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.652903,51.206426,On or near ETHEL STREET,E01029081,Mendip 008D,Local resolution
d45432a311ced3014fad48fc7f5b069a4fa667af4e9268737ce46f40eeba559a,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,,,No location,,,Further investigation is not in the public interest
bb7aebb39d37b90bf7c6c145e1ca6eaeece8aeb059f2a7a1532b3eda44b213dc,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.585253,51.465622,On or near NORRISVILLE ROAD,E01014489,Bristol 023D,Suspect charged
bb7aebb39d37b90bf7c6c145e1ca6eaeece8aeb059f2a7a1532b3eda44b213dc,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.585253,51.465622,On or near NORRISVILLE ROAD,E01014489,Bristol 023D,Offender given a caution
a8b8da912a2ea79bae9da72b4d9a08d3f5cbaab733d95717f7f51c8a4b605475,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.571872,51.468494,On or near MERSTHAM ROAD,E01014485,Bristol 023A,Unable to prosecute suspect
0571c87e7e3f59c0cfb0aef922b5a90bb7c1dddf4d25a68bdfb7a67356221866,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.924119,51.359782,On or near OAKDALE GARDENS,E01014836,North Somerset 016D,Suspect charged
0571c87e7e3f59c0cfb0aef922b5a90bb7c1dddf4d25a68bdfb7a67356221866,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.924119,51.359782,On or near OAKDALE GARDENS,E01014836,North Somerset 016D,Suspect charged
0571c87e7e3f59c0cfb0aef922b5a90bb7c1dddf4d25a68bdfb7a67356221866,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.924119,51.359782,On or near OAKDALE GARDENS,E01014836,North Somerset 016D,Suspect charged
0571c87e7e3f59c0cfb0aef922b5a90bb7c1dddf4d25a68bdfb7a67356221866,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.924119,51.359782,On or near OAKDALE GARDENS,E01014836,North Somerset 016D,Suspect charged
0571c87e7e3f59c0cfb0aef922b5a90bb7c1dddf4d25a68bdfb7a67356221866,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.924119,51.359782,On or near OAKDALE GARDENS,E01014836,North Somerset 016D,Suspect charged
0571c87e7e3f59c0cfb0aef922b5a90bb7c1dddf4d25a68bdfb7a67356221866,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.924119,51.359782,On or near OAKDALE GARDENS,E01014836,North Somerset 016D,Suspect charged
0571c87e7e3f59c0cfb0aef922b5a90bb7c1dddf4d25a68bdfb7a67356221866,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.924119,51.359782,On or near OAKDALE GARDENS,E01014836,North Somerset 016D,Formal action is not in the public interest
0571c87e7e3f59c0cfb0aef922b5a90bb7c1dddf4d25a68bdfb7a67356221866,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.924119,51.359782,On or near OAKDALE GARDENS,E01014836,North Somerset 016D,Formal action is not in the public interest
0571c87e7e3f59c0cfb0aef922b5a90bb7c1dddf4d25a68bdfb7a67356221866,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.924119,51.359782,On or near OAKDALE GARDENS,E01014836,North Somerset 016D,Formal action is not in the public interest
0571c87e7e3f59c0cfb0aef922b5a90bb7c1dddf4d25a68bdfb7a67356221866,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.924119,51.359782,On or near OAKDALE GARDENS,E01014836,North Somerset 016D,Formal action is not in the public interest
f47673d8650deb22d535be981261bc1a226bfafdcbb846bc1bfbe90ac201d844,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.502053,51.462232,On or near HIGH STREET,E01015007,South Gloucestershire 028D,Suspect charged
f47673d8650deb22d535be981261bc1a226bfafdcbb846bc1bfbe90ac201d844,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.502053,51.462232,On or near HIGH STREET,E01015007,South Gloucestershire 028D,Suspect charged
7f8a578fa7a65b9fb91c938d90ec4a7e816c42f7eae23a13e0d099721189b583,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.777458,51.282213,On or near PURDIE CLOSE,E01029126,Sedgemoor 001B,Suspect charged
7f8a578fa7a65b9fb91c938d90ec4a7e816c42f7eae23a13e0d099721189b583,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.777458,51.282213,On or near PURDIE CLOSE,E01029126,Sedgemoor 001B,Formal action is not in the public interest
e12aa4860e44d8fa27bbc5d8e36c0552e4e5b8ce7125524a3a85cae07788fe1e,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,,,No location,,,Suspect charged
e12aa4860e44d8fa27bbc5d8e36c0552e4e5b8ce7125524a3a85cae07788fe1e,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,,,No location,,,Suspect charged
81cf0c0e32035082ae939de802f3ebdbd1e977cb44b5da059ce0de4067b939f4,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.582181,51.464046,On or near LUDLOW CLOSE,E01033366,Bristol 023H,Further investigation is not in the public interest
cf917a701ce6a56542ac45d065f84dbeac09e75b98f004db806c34ac3711a6d8,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.594099,51.443962,On or near REGENT ROAD,E01033359,Bristol 039E,Unable to prosecute suspect
1e8794e3de75a7b214d72e876161e7fa911d13f8d6b76eae12b6896a934bdb13,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.700457,51.500139,On or near GLOUCESTER ROAD,E01014496,Bristol 008E,Unable to prosecute suspect
26e0624d1a37fdb160e43c492c23d28902e86cf469106fdf77cc7a5434a99763,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.549853,51.186013,On or near KINGSLAND ROAD,E01029067,Mendip 009E,Suspect charged
26e0624d1a37fdb160e43c492c23d28902e86cf469106fdf77cc7a5434a99763,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.549853,51.186013,On or near KINGSLAND ROAD,E01029067,Mendip 009E,Suspect charged
e62eca461ba1f6847ab9eb27dfcf9b0c424a5b5e0faa48e8c7474c78a1067425,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.526932,51.476428,On or near FILWOOD ROAD,E01014622,Bristol 021A,Unable to prosecute suspect
e672d09ac0f5a7fe052aff07f46563c711741889ad80626f5de21f76765014a6,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.785586,51.481805,On or near MENDIP ROAD,E01014797,North Somerset 001D,Suspect charged
0b90ec278d80f196afccab480a2b3d111d199458a3eacfa36e4090b6e60cb317,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.547490,51.500207,On or near Further/Higher Educational Building,E01033331,South Gloucestershire 017E,Suspect charged
e83ab95c0310417132728026d3fb5cd2d39b9ecfd49d8ada31f2f0fe499b69bf,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,,,No location,,,Offender given a caution
e83ab95c0310417132728026d3fb5cd2d39b9ecfd49d8ada31f2f0fe499b69bf,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,,,No location,,,Offender given a caution
705bdcbf90e943e36af065b269b01fea9c380d32fa4b49c8b2d129045b8b5e8a,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.573760,51.474347,On or near SPALDING CLOSE,E01014664,Bristol 014C,Unable to prosecute suspect
705bdcbf90e943e36af065b269b01fea9c380d32fa4b49c8b2d129045b8b5e8a,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.573760,51.474347,On or near SPALDING CLOSE,E01014664,Bristol 014C,Unable to prosecute suspect
c672a73123ce04aaa13631ae2781b5edda66363aa503e9c2106c9b9093189e79,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.974272,51.347516,On or near ALFRED COURT,E01014800,North Somerset 020B,Unable to prosecute suspect
0eb92f364f8f7c34e2dc38780b6ca568f098bc99eb02920cc8c5408afd97d1ae,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.610207,51.443429,On or near UPTON ROAD,E01014699,Bristol 036D,Suspect charged
4ad8e9d13b23dd2606a9b895e5da7bd51c3575d4e73dad7e4528b465770ac277,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,,,No location,,,Unable to prosecute suspect
0b9de0ecb8f9ea5fd660cace4c9220e54794b3b142e91011f14530a175d84919,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.394142,51.365678,On or near WHITEWAY ROAD,E01014434,Bath and North East Somerset 019D,Suspect charged
c8735cce5da368334ff18add470cd2c1aa4addac69ad44ed7a69e93cd3defed1,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-3.207186,50.980506,On or near WESTPARK,E01029309,Taunton Deane 012A,Unable to prosecute suspect
d52a7c1941bea0c6b932f2a5cd38c0069650619f836402fc674c336a31ca3934,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,,,No location,,,Unable to prosecute suspect
83d4cd631f6fc47d9268a2c6ffba32f8ef146c5b289cc80dbedfef92c8034d0a,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,,,No location,,,Unable to prosecute suspect
d4eaa31797d37d1e5c60a2cc8ecaddce523d940a6f3569c14ff737b521e40401,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.531742,51.457965,On or near AIR BALLOON ROAD,E01014678,Bristol 033B,Suspect charged
e6f0badc4a429af68fb3aec4caa2fa786e29d09c55bb0e096f32825d297c2908,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.519413,51.149752,On or near Park/Open Space,E01029027,Mendip 010C,Unable to prosecute suspect
82c4781b21fa1c4753bef7258b9e661b7edd46490ec75afd18eb596ff627262c,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,,,No location,,,Suspect charged
82c4781b21fa1c4753bef7258b9e661b7edd46490ec75afd18eb596ff627262c,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,,,No location,,,Suspect charged
912e0d8f6b67445939cfeecce17882fe4498a7ec73363d990662a8d1ebd8018b,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.556155,51.243541,On or near BENNETTS LANE,E01029018,Mendip 006A,Formal action is not in the public interest
a5babab375764c0802eb7c0e6a635d7666c039a353c3aa7a1c806f389e4d482c,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.497767,51.420232,On or near CHANDOS ROAD,E01014400,Bath and North East Somerset 001B,Suspect charged
1bbbb9fdb55c6b56aaaed0774640c626dcc79642a439e6bccd90dfca4706d05a,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,,,No location,,,Suspect charged
0c488b245061977dc4e1c68dda742ea10eee630d1e6c082111b48dfee2f19e85,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.596055,51.459400,On or near Hospital,E01014542,Bristol 032C,Suspect charged
8bc0036a1ea5f24089b3b902fa0349f4864b9c575549e022b95697ff12365868,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.590672,51.480620,On or near Prison,E01014508,Bristol 016B,Suspect charged
b6d267ed0c92d4c529c97a8267d9e9ac1032682cd0928362c7738f9260001cd5,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.769476,51.277312,On or near EDMUNDS WAY,E01029126,Sedgemoor 001B,Unable to prosecute suspect
ceea9cc6fab2c032e2ef608065e69ee9e9d9476f85b44d4442c5440ca408ed58,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.480857,51.495715,On or near EMERSONS WAY,E01014967,South Gloucestershire 021C,Unable to prosecute suspect
41dd2131fa3c7c22ce41cd0f9aaf525ffaea35c14f81f6a472b3e1c3a5e034bd,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.577972,51.456757,On or near Nightclub,E01033353,Bristol 054B,Unable to prosecute suspect
4b34392f51f2bf6efe2a01ea46a2b31b24caa1c61d3035bee23091b54b6afe37,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.549795,51.504952,On or near FILTON ROAD,E01014981,South Gloucestershire 017B,Formal action is not in the public interest
4b34392f51f2bf6efe2a01ea46a2b31b24caa1c61d3035bee23091b54b6afe37,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.549795,51.504952,On or near FILTON ROAD,E01014981,South Gloucestershire 017B,Formal action is not in the public interest
b377b03733f56fe669650a0ceabe78466e43a46b0f6fd1fcf713593036c02883,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.549795,51.504952,On or near FILTON ROAD,E01014981,South Gloucestershire 017B,Suspect charged
b377b03733f56fe669650a0ceabe78466e43a46b0f6fd1fcf713593036c02883,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.549795,51.504952,On or near FILTON ROAD,E01014981,South Gloucestershire 017B,Suspect charged
7ff1824381f9c9854c79ae561870dd0bc62ec5ddaeed3bf72882822102d0abba,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.610003,51.462691,On or near MELROSE PLACE,E01014551,Bristol 026A,Suspect charged
ab1b7c65bf75cea292a7c073121bdc7ada8492ee855945b68071527b0c7352f4,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.777458,51.282213,On or near PURDIE CLOSE,E01029126,Sedgemoor 001B,Suspect charged
82404a2a53249d9a971627058caaed9d71c83909523f8ca73522d7bf43c923f1,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.865511,51.431607,On or near WESTBOURNE CRESCENT,E01014760,North Somerset 007E,Unable to prosecute suspect
d4712550dcb335c449cdcc0fdc0c43715e0e34f7404340c10eff3813434a26b8,2020-03,Avon and Somerset Constabulary,Avon and Somerset Constabulary,,,No location,,,Suspect charged
